Name,Error,VAScore,AssetsApk,StubComponents,StubProcesses,#Permissions,#Activities,#Components,#Processes,SpawnApk,SpawnProcesses,SameCertificates,StubIntent,#Packages,UnknownIntent,CombinedIntentAnalysis
com.zengame.jiasu.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.zengame.ttabh.nearme.gamecenter.apk,crashed,4,0,72,8,23,102,114,11,0,0,1,0,1,0,0
com.zengame.ttddzzrb.anzhi.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.zero.ColorJump.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.zhangyou.ttycy.apk,timeout,6,1,72,8,20,78,91,9,0,0,1,0,1,0,0
com.zhangyu.adt.fxl.pc6.apk,0,6,1,101,51,188,119,132,53,1,1,0,0,2,1,1
com.zhangyu.hddmx.atdb.pc6.apk,0,6,1,101,51,188,125,139,53,1,1,1,0,2,0,0
com.wufan.test20180311867705603.apk,0,2,1,0,0,38,217,262,1,0,0,1,0,1,0,0
com.wufan.test20180311874277792.apk,0,2,1,0,0,38,217,262,1,0,0,1,0,1,0,0
com.wufan.test20180311903585284.apk,0,2,1,0,0,38,217,262,1,0,0,1,0,1,0,0
com.wufan.test20180311907191510.apk,0,2,1,0,0,38,217,262,1,0,0,1,0,1,0,0
com.wufan.test20180311918254399.apk,0,2,1,0,0,38,217,262,1,0,0,1,0,1,0,0
com.wufan.test20180311938799690.apk,0,2,1,0,0,38,217,262,1,0,0,1,0,1,0,0
com.wufan.test20180312051117223.apk,0,2,1,0,0,38,217,262,1,0,0,1,0,1,0,0
com.wufan.test20180312182392147.apk,0,2,1,0,0,38,217,262,1,0,0,1,0,1,0,0
com.wufan.test20180312260221627.apk,0,2,1,0,0,38,217,262,1,0,0,1,0,1,0,0
com.wufan.test20180312312545690.apk,0,2,1,0,0,38,217,262,1,0,0,1,0,1,0,0
com.wufan.test20180312365555484.apk,0,2,1,0,0,38,217,262,1,0,0,1,0,1,0,0
com.wufan.test20180312419044590.apk,0,2,1,0,0,38,217,262,1,0,0,1,0,1,0,0
com.wufan.test20180312552763936.apk,0,2,1,0,0,38,217,262,1,0,0,1,0,1,0,0
com.wufan.test20180312584453458.apk,0,2,1,0,0,38,217,262,1,0,0,1,0,1,0,0
com.wufan.test2018031259244825.apk,0,2,1,0,0,38,217,262,1,0,0,1,0,1,0,0
com.wufan.test20180312592774649.apk,0,2,1,0,0,38,217,262,1,0,0,1,0,1,0,0
com.wufan.test20180312678263802.apk,0,2,1,0,0,38,217,262,1,0,0,1,0,1,0,0
com.wufan.test20180312695274250.apk,0,2,1,0,0,38,217,262,1,0,0,1,0,1,0,0
com.wufan.test20180312735770007.apk,0,6,1,14,7,38,217,262,10,0,0,1,0,1,0,0
com.wufan.test20180312740590570.apk,0,2,1,0,0,38,217,262,1,0,0,1,0,1,0,0
com.wufan.test20180312743756342.apk,0,2,1,0,0,38,217,262,1,0,0,1,0,1,0,0
com.wufan.test20180312784395500.apk,0,2,1,0,0,38,217,262,1,0,0,1,0,1,0,0
com.jbdfw.sfll.chaoyou.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.jbdfw.sfll.ewan.apk,crashed,4,0,136,8,62,290,301,9,0,0,1,0,1,0,0
com.jbdfw.wcssf.dianyou.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.jddmob.multiapp.apk,0,4,0,101,51,187,110,117,53,0,1,1,0,1,0,0
com.jeagtrh.juyhnhxet.apk,0,6,1,98,50,189,115,125,52,0,1,1,0,2,1,1
com.jellybus.RushStar.apk,crashed,6,1,72,8,29,78,89,10,1,0,0,0,1,0,0
com.jewelschallenge.apk,crashed,6,1,72,8,16,83,93,9,1,0,0,0,1,0,0
com.jiang.fennu.apk,crashed,6,1,72,8,21,81,94,9,0,0,1,0,1,0,0
com.jiankangshiwu.apk,0,6,1,136,8,149,445,497,12,0,1,1,0,1,0,0
com.jianshi.fanskdahses.apk,crashed,6,1,72,8,26,83,102,9,1,0,0,0,1,0,0
com.jidianshangcheng.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.Jinosoft.China.apk,crashed,4,0,72,8,29,81,94,9,0,0,1,0,1,0,0
com.join.android.app.mgsim.wufan.mha.apk,0,0,0,0,0,33,207,250,1,0,0,1,0,1,0,0
com.jouhu.bjflowing.apk,crashed,6,1,72,8,26,102,119,10,1,0,0,0,1,0,0
com.joygame.cjcs.yxjd.apk,not_started,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.joymasterrocks.SRequiem_Lite.apk,not_started,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.joyomobile.app.PL_NEW.apk,crashed,6,1,72,8,17,80,97,11,0,0,1,0,1,0,0
com.jpgamestudio.momopushfree.apk,crashed,6,1,72,8,13,78,88,9,1,0,0,0,1,0,0
com.jsfx.xqhd.egame.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.jskbddkskdjd.kk.apk,0,6,1,100,50,177,114,124,51,0,0,1,0,1,0,0
com.jtalk22.apk,crashed,5,1,129,7,10,236,246,8,1,0,1,0,1,0,0
com.jtjsb.lianggewechat.apk,0,4,0,101,51,187,134,142,53,0,0,1,0,1,0,0
com.milyoner.kurdi.apk,crashed,5,1,123,7,7,236,246,8,1,0,1,0,1,0,0
com.mimicara.magicparticle1.apk,not_started,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.mingyimingyao.apk,0,6,1,136,8,149,449,501,12,0,0,1,0,1,0,0
com.miniclip.hambo.apk,not_started,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.minkeep.playbd.us.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.miragine.Magbi.apk,not_started,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.miui.miuilite.apk,not_started,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.mj.kldmj.mi.apk,0,6,1,36,9,17,36,65,15,0,0,1,0,1,0,0
com.mj.poem.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.mj.shg.dh01k.apk,0,6,1,120,30,85,61,149,33,0,0,1,0,1,0,0
com.mmgame.mmandbb.apk,not_started,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.mnxz.chaoyou.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.mo8.andashi.movaxin.apk,crashed,6,1,101,51,186,107,114,52,1,0,0,0,1,0,0
com.mobikeeper.sjgj.apk,0,3,1,0,0,67,161,230,15,0,1,1,0,1,0,0
com.mobile.meadiabuy.of.za.apk,0,4,0,240,60,52,136,274,63,0,1,1,0,1,0,0
com.mobile.sjgpsmapdw.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.mobilityware.spider.apk,0,6,1,72,8,16,103,117,9,0,0,1,0,1,0,0
com.mohe.misu.apk,0,6,1,120,8,142,357,373,9,0,1,1,0,1,0,0
com.mojang.minecraftpebeta.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.moneytree.atuo.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.mopowe.grlivsqgrlihiefefe.apk,crashed,6,1,72,8,17,79,91,9,0,0,1,0,1,0,0
com.moremysteries.android_hog_tombrunner.apk,timeout,6,1,72,8,21,87,103,10,0,0,1,0,1,0,0
com.mozgame.candywish.apk,crashed,6,1,72,8,16,81,100,11,1,0,0,0,1,0,0
com.mq.insects.apk,crashed,6,1,72,8,19,79,92,9,0,0,1,0,1,0,0
com.foursakenmedia.nyz2.apk,crashed,6,1,72,8,23,76,88,9,0,0,1,0,1,0,0
com.foxandsheep.littlebuilders.apk,crashed,4,0,72,8,17,79,91,9,0,0,1,0,1,0,0
com.fssq.weichat.apk,0,4,0,151,51,236,169,179,52,0,0,1,0,1,0,0
com.fudsht.jiofweanht.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.fxz200.razorblade.apk,crashed,6,1,72,8,19,80,93,9,0,0,1,0,1,0,0
com.fywx.garden.apk,not_started,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.g5e.nightmares2.android.apk,crashed,6,1,72,8,21,81,98,9,0,0,1,0,1,0,0
com.g6677.android.lpetvet.egame.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.g6677.android.princessspas.egame.apk,0,6,1,40,10,121,85,135,19,0,1,1,0,1,0,0
com.G90P6KL527.apk,0,4,0,101,51,187,108,116,52,0,0,1,0,1,0,0
com.galbro.faucet.apk,crashed,6,1,72,8,16,79,92,9,0,0,1,0,1,0,0
com.game.cqzjh.zhexin.apk,0,4,0,36,9,20,33,63,15,0,0,1,0,1,0,0
com.game.diguozhanshen.apk,crashed,4,0,72,8,17,77,87,9,0,0,1,0,1,0,0
com.game.gangstar3.apk,not_started,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.wufan.test2018031703099547.apk,0,2,1,0,0,38,217,262,1,0,0,1,0,1,0,0
com.wufan.test2018031763614186.apk,0,2,1,0,0,38,217,262,1,0,0,1,0,1,0,0
com.wufan.test2018031806978203.apk,0,2,1,0,0,38,217,262,1,0,0,1,0,1,0,0
com.wufan.test2018031809910545.apk,0,2,1,0,0,38,217,262,1,0,0,1,0,1,0,0
com.wufan.test2018031818142703.apk,0,2,1,0,0,38,217,262,1,0,0,1,0,1,0,0
com.wufan.test2018031836799834.apk,0,2,1,0,0,38,217,262,3,0,0,1,0,1,0,0
com.wufan.test201803188544074.apk,0,2,1,0,0,38,217,262,1,0,0,1,0,1,0,0
com.wufan.test2018031942667793.apk,0,2,1,0,0,38,217,262,1,0,0,1,0,1,0,0
com.wufan.test2018031949564675.apk,0,2,1,0,0,38,217,262,1,0,0,1,0,1,0,0
com.wufan.test2018041116886959.apk,0,2,1,0,0,38,217,262,1,0,0,1,0,1,0,0
com.wufan.test2018041999385152.apk,0,2,1,0,0,38,217,262,1,0,0,1,0,1,0,0
com.wufan.test2018042124054123.apk,0,2,1,0,0,38,217,262,1,0,0,1,0,1,0,0
com.wufan.test201804238497968.apk,0,2,1,0,0,38,217,262,1,0,0,1,0,1,0,0
com.wufan.test2018044011038793.apk,0,2,1,0,0,38,217,262,1,0,0,1,0,1,0,0
com.wufan.test201804469502162.apk,0,2,1,0,0,38,217,262,1,0,0,1,0,1,0,0
cn.nps.face.yourage.apk,not_started,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
cn.opda.android.softwarelock.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cn.parallel.space.apk,0,4,0,101,51,198,132,143,52,0,0,1,0,1,0,0
cn.sanfast.zhuoer.student.apk,0,6,1,136,8,147,421,463,14,1,1,0,0,1,0,0
cn.sotoo.game.fqmmd.mtw.apk,crashed,4,0,72,8,17,82,100,11,0,0,1,0,1,0,0
cn.sparkgame.ballBabby.GB.apk,not_started,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
cn.ultralisk.WarcraftOfEveryDay.apk,not_started,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
cn.ultralisk.WarcraftOfEveryDay.egame.apk,crashed,6,1,20,5,18,32,86,10,0,1,1,0,1,0,0
cn.vszone.ko.mobile.arena.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cn.wejuan.girl.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cn.wejuan.reader.apk,0,6,1,147,6,36,368,423,12,0,1,1,0,1,0,0
cn.wps.nowifimmofficebjjs.apk,0,4,0,80,80,16,146,162,88,0,0,1,0,1,0,0
com.A17zuoye.mobile.homework.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.a49box.sweet.apk,0,6,1,101,51,189,118,129,53,0,1,1,0,2,0,0
com.ab.pluginzwcedjmfb.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.ab.snoutup.baconmaydie.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.ab.zonmob.stick.Stickman.StickmanRevenge.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.abct.tljr.apk,0,6,1,136,8,145,416,451,12,0,0,1,0,1,0,0
com.accelainc.madscientist.droid.apk,crashed,6,1,72,8,23,89,105,9,0,0,1,0,1,0,0
com.acgera.gtnx.apk,0,6,1,20,5,28,31,75,10,0,0,1,0,1,0,0
com.acgera.gtnx.tencent.apk,not_started,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.adf.fave.gox.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.wanyu.tjz.apk,0,6,1,104,5,35,366,416,11,0,1,1,0,1,0,0
com.watch.cleaner.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.wchat.pretendartifact.apk,0,4,0,285,100,158,241,363,103,0,1,1,0,1,0,0
com.wecbqa.superbowling.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.weizhan.skzs.apk,0,4,0,101,51,186,113,118,52,0,1,1,0,1,0,0
com.weizhong.cainiaodaikuan.apk,0,4,0,101,51,186,107,112,52,0,1,1,0,1,0,0
com.weizhuangvoid10.apk,0,6,1,101,51,188,116,125,53,0,1,1,0,1,0,0
com.welfarege.gift.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.wepie.snake.aligames.apk,crashed,6,1,112,7,37,255,274,10,0,1,1,0,1,0,0
com.wesocial.tamsic.apk,0,6,1,72,8,18,77,91,10,0,0,1,0,1,0,0
com.westriversw.b1to50.apk,crashed,6,1,72,8,20,80,95,9,0,0,1,0,1,0,0
com.williamsonsoft.appraft.apk,0,6,1,101,51,14,115,129,52,0,0,1,0,1,0,0
com.winig.medievalstrategy.apk,not_started,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.winnergame.bwysz_new.apk,0,6,1,20,5,39,100,157,11,0,1,1,0,1,0,0
com.wlhgame.ssyzq.apk,0,6,1,27,9,31,93,122,15,0,0,1,0,1,0,0
com.wlvmrs.androidesk.apk,0,3,1,0,0,37,99,147,10,1,1,0,0,1,0,0
com.wodk.bdbeauty.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.wohuizhong.client.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.wondershare.drfoneapp.apk,0,4,0,136,8,38,327,365,12,0,0,1,0,1,0,0
com.wondershare.mobilego.apk,0,4,0,136,8,38,322,360,12,0,0,1,0,1,0,0
com.work.network.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.worldchip.bbpaw.logic.suxunboge.egame.apk,crashed,4,0,30,10,122,111,162,20,0,0,1,0,1,0,0
com.wos.virtualapp.apk,crashed,4,0,101,51,194,119,135,52,0,0,1,0,1,0,0
com.woyoo.neihan8.apk,not_started,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.wtapp.tianzi.apk,not_started,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.wudixiao.niaocarzy.apk,not_started,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.wufan.test2018021727734918.apk,0,2,1,0,0,38,217,262,1,0,0,1,0,1,0,0
com.wufan.test2018022208013767.apk,0,2,1,0,0,38,217,262,1,0,0,1,0,1,0,0
jeac.official.apk,crashed,5,1,133,7,5,236,246,8,1,0,1,0,1,0,0
JEeYK.Lmfgwi.iZfYWaVA.apk,0,6,1,101,51,186,108,113,52,1,1,1,0,2,0,0
jiubang.commerce.gomultiple.info.cloneapp.mochat.in.goast.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JJd.nWHNI.OaUlf.apk,0,4,0,101,51,186,108,113,52,1,1,0,0,2,1,1
jjx.game.main.baihuchuanqi.apk,not_started,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
jjx.game.main.daojishi.apk,crashed,6,1,72,8,18,78,91,9,0,0,1,0,1,0,0
jksb.com.jiankangshibao.apk,0,4,0,136,8,143,302,319,10,0,0,1,0,1,0,0
jp.app.hanami.apk,crashed,6,1,72,8,15,77,88,9,1,0,0,0,1,0,0
jp.clonespace.plum.apk,0,6,1,101,51,184,112,130,52,0,1,1,0,1,0,0
jp.co.beeworks.bravecaravan.apk,0,6,1,72,8,20,82,98,9,0,0,1,0,1,0,0
jp.co.gu3.alchemist.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jp.furyu.hotel2.apk,crashed,6,1,72,8,20,77,90,9,1,0,0,0,1,0,0
jp.ga_software.bulletstormarena.apk,crashed,6,1,72,8,13,75,85,9,1,0,0,0,1,0,0
jp.gr.teammoko.game.home.damai.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jp.gr.teammoko.game.home.yandere.apk,crashed,6,1,72,8,18,83,98,9,0,0,1,0,1,0,0
jp.koborisoftware.sog.apk,crashed,6,1,72,8,16,77,90,9,0,0,1,0,1,0,0
jp.seec.sim.tokikoto.apk,crashed,6,1,72,8,21,79,95,10,1,0,0,0,1,0,0
jp.txcom.snoopy.TableTennis.jpn.apk,crashed,6,1,72,8,18,94,109,9,1,0,0,0,1,0,0
kingoroot.supersu.apk,timeout,6,1,101,51,38,150,179,54,0,1,1,0,1,0,0
kOjlI.mk.zRVZN.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kr.co.lunasoft.lunaplus.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KsRbLZ.bABk.qP.apk,0,4,0,101,51,186,108,113,52,1,1,0,0,2,0,0
kxxxl.t0504.z01.iqiyi.apk,0,6,1,20,5,37,48,113,12,1,1,1,0,1,0,0
lbe.parallel.intl.excelliance.multiaccount.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ll.HwdaU.Thfm.EleG.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.Rainy.vs.apk,not_started,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.rangball.red.apk,crashed,6,1,72,8,16,82,94,9,1,0,0,0,1,0,0
com.rastargames.hayrysea2.apk,0,6,1,36,9,30,39,76,17,0,1,1,0,1,0,0
com.ravindra.cbrowser.va.apk,0,6,1,101,51,152,107,112,52,0,1,1,0,2,1,1
com.RAY6NMD0S2Y60T.apk,0,4,0,101,51,187,108,116,52,0,0,1,0,1,0,0
com.rdev.mixer4leosdk.global8_n_v.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.realore.IslandTribe.apk,crashed,3,0,88,7,26,87,106,8,0,0,1,0,1,0,0
com.realore.ror1.apk,timeout,4,0,72,8,20,77,89,9,0,0,1,0,1,0,0
com.rekoo.pubg.com.tencent.ig.apk,0,4,0,101,51,192,149,163,54,0,1,1,0,1,0,0
com.rexopax.battlerexgenghiskhan.apk,not_started,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.romale.vr.horror.forest.apk,crashed,6,1,72,8,16,90,102,9,0,0,1,0,1,0,0
com.rongcai.show.ks.apk,crashed,6,1,72,8,30,146,175,10,0,0,1,0,1,0,0
com.rootmsjjBin.apk,0,4,0,101,51,186,112,117,52,0,1,1,0,1,0,0
com.rsgtb.lmts.apk,0,6,1,99,50,189,115,125,52,0,1,1,0,1,0,0
com.rtdecuieg.kodietdv.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.crababy.mengzhudeshijie.apk,crashed,4,0,72,8,19,77,87,9,0,0,1,0,1,0,0
com.creativelabs.appduplicator.apk,0,4,0,101,51,174,115,120,52,0,0,1,0,1,0,0
com.csfund.android.apk,crashed,6,1,72,8,19,101,114,9,0,0,1,0,1,0,0
com.cslg.childLauncher.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.csxykj.appMagic.apk,0,4,0,101,51,186,123,131,53,0,0,1,0,1,0,0
com.cx.pluginskzs.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.cxab.magicbox.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.cxkjzkjc.vcxz.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.cyjh.mobileanjian.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.dada.dai.dream12.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.dafahudongzaixian.qipai.gp.apk,0,6,1,101,51,190,119,129,53,0,1,1,0,2,0,0
com.dahongpao.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.dailyearningcash.dualspace.apk,0,4,0,101,51,147,117,122,52,0,1,1,0,1,0,0
com.daka.like.apk,not_started,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.dalongtech.boxpc.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.dalongtech.homecloudpc.apk,0,6,1,136,8,183,265,287,11,0,0,1,0,1,0,0
com.dalongtech.phonepc.apk,0,6,1,120,8,329,272,292,10,0,0,1,0,1,0,0
com.dangdang.buy2.apk,0,3,0,80,5,47,437,470,7,0,1,1,0,1,0,0
com.daofeng.dlautologin.apk,0,4,0,101,51,143,113,120,52,0,0,1,0,1,0,0
com.daofeng.zuhaowan.apk,0,4,0,101,51,188,232,252,53,0,0,1,0,1,0,0
com.dawoo.chessbox.sid7277.apk,0,6,1,101,51,190,119,129,53,0,1,1,0,2,0,0
com.dbl_jsh.jxh.apk,0,6,1,101,51,190,119,129,53,0,1,1,0,2,1,1
com.deadman.escape.apk,crashed,3,0,69,7,15,77,87,8,0,0,1,0,1,0,0
com.degoo.android.beautygirlsfacepaintparty.ayx.egame.apk,not_started,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.degoo.android.coffeesweetmaker.ayx.egame.apk,crashed,4,0,40,10,122,111,162,16,0,0,1,0,1,0,0
com.degoo.android.grandmaplastic.egame.apk,not_started,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.degoo.android.happykidsnursery.ayx.egame.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.mx.games505.terrariapaid.box.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.mych.cloudgameclientAs.dangbei.apk,crashed,4,0,114,8,143,268,285,9,0,0,1,0,1,0,0
com.mylove.galaxy.apk,0,4,0,136,8,145,292,331,14,0,0,1,0,1,0,0
com.mystylinglounge.android_evilgirlsmakeover.apk,crashed,6,1,72,8,15,81,91,9,1,0,0,0,1,0,0
com.mytian.l00rz001.xc.egame.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.N875MO9H1982P.apk,0,4,0,101,51,187,108,116,52,0,0,1,0,1,0,0
com.narvii.amino.x7805841.apk,crashed,4,0,42,21,47,52,70,24,1,1,0,0,1,0,0
com.nbogames.ninjamoon.apk,crashed,6,1,72,8,16,80,90,9,0,0,1,0,1,0,0
com.nd.assistance.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.nearme.atlas.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.neimengguxumuyepingtai.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.netease.hearthstone.hsamobile.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.network.paralellespace.apk,0,4,0,101,51,142,120,130,52,0,1,1,0,1,0,0
com.newcapec.mobile.ncp.apk,crashed,3,0,47,2,151,390,432,3,0,0,1,0,1,0,0
com.newmm.xiaohua.apk,crashed,6,1,72,8,24,82,98,9,0,0,1,0,1,0,0
com.nianclub.cleandoctor.apk,0,4,0,100,50,168,109,116,53,0,1,1,0,1,0,0
com.ninexiu.sixninexiu.apk,0,4,0,136,8,147,294,321,10,0,1,1,0,1,0,0
com.nlzjqr.nenglizhejiqiren.apk,crashed,6,1,72,8,56,84,99,9,1,0,0,0,1,0,0
com.magicstick0.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.magicworld.dualspaceparallelmultiaccountpro.apk,0,4,0,101,51,181,117,126,52,0,1,1,0,1,0,0
com.magmamobile.game.BubbleBlastAdventure.apk,not_started,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.majiale.anzhuohuochairendui.apk,0,1,0,0,0,11,8,47,27,0,0,1,0,1,0,0
com.malang.spinhero.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.maopaoke.mpk6001732.apk,not_started,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.maopaoke.mpk6002003.sms.apk,0,4,0,50,10,43,32,54,12,1,1,1,0,1,0,0
com.maopaoke.mpk6002197.sms.apk,0,6,1,50,20,42,32,54,22,1,1,0,0,1,0,0
com.maopaoke.mpk6002410.sms.apk,0,4,0,50,20,42,32,54,22,1,1,0,0,1,0,0
com.maopaoke.mpk6002419.sms.apk,0,6,1,50,20,42,32,54,22,1,1,1,0,1,0,0
com.maopaoke.mpk6002534.sms.apk,0,4,0,50,20,42,32,54,22,1,1,0,0,1,0,0
com.market.chenxiang.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.market2345.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.mars.candyprincess2.apk,crashed,6,1,20,5,22,27,76,11,0,1,1,0,1,0,0
com.mars.cxxph.egame.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.mars.dmxqhzl.mi.apk,crashed,6,1,20,5,37,36,95,14,0,0,1,0,1,0,0
com.mars.fkbphd.apk,crashed,6,1,20,5,27,30,82,13,0,0,1,0,1,0,0
com.mars.fkbphd.egamemod.apk,0,6,1,20,5,29,32,83,11,0,1,1,0,1,0,0
com.mars.fktzd.egame.apk,crashed,6,1,20,5,26,28,81,11,0,1,1,0,1,0,0
com.mars.futureshooter.yyh.apk,crashed,6,1,20,5,19,33,84,12,0,0,1,0,1,0,0
com.mas.wawagame.bullfight.baidu.apk,0,6,1,21,6,33,32,82,11,0,1,1,0,1,0,0
com.mas.wawagame.HLlord.HUAWEI.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.mas.wawagame.lord1080FHD.apk,0,6,1,21,6,47,53,108,13,1,1,0,0,1,0,0
com.mas.wawagame.wwddzSP.uc.apk,0,6,1,21,6,36,38,97,12,0,1,1,0,1,0,0
com.yaowan.wbxn.apk,crashed,6,1,72,8,15,76,86,9,1,0,0,0,1,0,0
com.ybzyq.yongbaozaiyiqi.apk,not_started,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.yc.vapp_wxtyt.apk,0,6,1,101,51,185,106,111,52,0,0,1,0,1,0,0
com.ydijo.sfdjio.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.yealink.meeting.international.apk,0,6,1,101,51,188,120,134,53,1,1,0,0,2,1,1
com.yeelight.cherry.apk,crashed,4,0,40,20,47,52,70,25,1,1,0,0,1,0,0
com.yeyang.xxlxj.apk,not_started,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.yfs.fenshen.apk,crashed,4,0,101,51,183,116,125,52,0,0,1,0,1,0,0
com.yg.kzzwy.apk,not_started,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.yhadsa.iCloner.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.yhnsq.nmfeyz.apk,timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
