Name,Error,VAScore,AssetsApk,StubComponents,StubProcesses,#Permissions,#Activities,#Components,#Processes,SpawnApk,SpawnProcesses,SameCertificates,StubIntent,#Packages,UnknownIntent,CombinedIntentAnalysis
com.zengame.ttddzzrb.anzhi.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.zero.ColorJump.apk,0,4,0,81,9,17,83,93,9,0,0,1,0,1,0,0
com.zhangyou.ttycy.apk,0,6,1,81,9,20,78,91,9,0,0,1,0,1,0,0
com.zhangyu.adt.fxl.pc6.apk,0,6,1,101,51,188,119,132,53,1,1,0,0,2,1,1
com.zhangyu.hddmx.atdb.pc6.apk,0,6,1,101,51,188,125,139,53,1,1,1,0,2,0,0
com.wufan.test20180311867705603.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
com.wufan.test20180311874277792.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
com.wufan.test20180311903585284.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
com.wufan.test20180311907191510.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
com.wufan.test20180311918254399.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
com.wufan.test20180311938799690.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
com.wufan.test20180312051117223.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
com.wufan.test20180312182392147.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
com.wufan.test20180312260221627.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
com.wufan.test20180312312545690.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
com.wufan.test20180312365555484.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
com.wufan.test20180312419044590.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
com.wufan.test20180312552763936.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
com.wufan.test20180312584453458.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
com.wufan.test2018031259244825.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
com.wufan.test20180312592774649.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
com.wufan.test20180312678263802.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
com.wufan.test20180312695274250.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
com.wufan.test20180312735770007.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
com.wufan.test20180312740590570.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
com.wufan.test20180312743756342.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
com.wufan.test20180312784395500.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
com.jbdfw.sfll.chaoyou.apk,0,4,0,153,9,62,280,291,9,0,0,1,0,1,0,0
com.jbdfw.sfll.ewan.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.jbdfw.wcssf.dianyou.apk,0,4,0,153,9,62,280,291,9,0,0,1,0,1,0,0
com.jddmob.multiapp.apk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.jeagtrh.juyhnhxet.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.jellybus.RushStar.apk,0,6,1,81,9,29,78,89,10,1,0,0,0,1,0,0
com.jewelschallenge.apk,0,6,1,81,9,16,83,93,9,1,0,0,0,1,0,0
com.jiang.fennu.apk,0,6,1,81,9,21,81,94,9,0,0,1,0,1,0,0
com.jiankangshiwu.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.jianshi.fanskdahses.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.jidianshangcheng.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.Jinosoft.China.apk,0,3,0,91,6,29,81,94,6,0,0,1,0,1,0,0
com.join.android.app.mgsim.wufan.mha.apk,0,4,0,40,10,33,207,250,15,0,0,1,0,1,0,0
com.jouhu.bjflowing.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.joygame.cjcs.yxjd.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.joymasterrocks.SRequiem_Lite.apk,0,6,1,81,9,19,79,92,9,0,0,1,0,1,0,0
com.joyomobile.app.PL_NEW.apk,0,6,1,81,9,17,80,97,11,0,0,1,0,1,0,0
com.jpgamestudio.momopushfree.apk,0,4,0,81,9,13,78,88,9,0,0,1,0,1,0,0
com.jsfx.xqhd.egame.apk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.jskbddkskdjd.kk.apk,0,6,1,101,51,177,114,124,51,0,0,1,0,1,0,0
com.jtalk22.apk,0,6,1,152,9,10,236,246,9,1,0,1,0,1,0,0
com.jtjsb.lianggewechat.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.milyoner.kurdi.apk,0,6,1,162,9,7,236,246,9,1,0,1,0,1,0,0
com.mimicara.magicparticle1.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.mingyimingyao.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.miniclip.hambo.apk,0,4,0,81,9,21,85,102,9,1,0,0,0,1,0,0
com.minkeep.playbd.us.apk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.miragine.Magbi.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.miui.miuilite.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.mj.kldmj.mi.apk,0,6,1,40,10,17,36,65,15,0,0,1,0,1,0,0
com.mj.poem.apk,0,6,1,100,50,186,107,114,52,1,1,0,0,3,1,1
com.mj.shg.dh01k.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.mmgame.mmandbb.apk,0,6,1,81,9,24,85,98,9,1,0,0,0,1,0,0
com.mnxz.chaoyou.apk,0,4,0,153,9,62,280,291,9,0,0,1,0,1,0,0
com.mo8.andashi.movaxin.apk,0,6,1,101,51,186,107,114,52,1,1,0,0,3,1,1
com.mobikeeper.sjgj.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.mobile.meadiabuy.of.za.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.mobile.sjgpsmapdw.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.mobilityware.spider.apk,0,6,1,81,9,16,103,117,9,0,0,1,0,1,0,0
com.mohe.misu.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.mojang.minecraftpebeta.apk,0,3,0,88,8,16,77,90,8,0,0,1,0,1,0,0
com.moneytree.atuo.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.mopowe.grlivsqgrlihiefefe.apk,0,6,1,81,9,17,79,91,9,0,0,1,0,1,0,0
com.moremysteries.android_hog_tombrunner.apk,0,3,0,100,6,21,87,103,6,0,0,1,0,1,0,0
com.mozgame.candywish.apk,0,4,0,81,9,16,81,100,11,0,0,1,0,1,0,0
com.mq.insects.apk,0,6,1,81,9,19,79,92,9,0,0,1,0,1,0,0
com.foursakenmedia.nyz2.apk,0,4,0,81,9,23,76,88,9,0,0,1,0,1,0,0
com.foxandsheep.littlebuilders.apk,0,4,0,81,9,17,79,91,9,0,0,1,0,1,0,0
com.fssq.weichat.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.fudsht.jiofweanht.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.fxz200.razorblade.apk,0,6,1,81,9,19,80,93,9,0,0,1,0,1,0,0
com.fywx.garden.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.g5e.nightmares2.android.apk,0,6,1,81,9,21,81,98,9,1,0,0,0,1,0,0
com.g6677.android.lpetvet.egame.apk,0,6,1,125,52,194,188,222,60,0,1,1,0,1,0,0
com.g6677.android.princessspas.egame.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.G90P6KL527.apk,0,4,0,101,51,187,108,116,52,0,0,1,0,1,0,0
com.galbro.faucet.apk,0,6,1,81,9,16,79,92,9,0,0,1,0,1,0,0
com.game.cqzjh.zhexin.apk,0,4,0,40,10,20,33,63,15,0,0,1,0,1,0,0
com.game.diguozhanshen.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.game.gangstar3.apk,0,6,1,81,9,16,88,98,9,1,0,0,0,1,0,0
com.wufan.test2018031703099547.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
com.wufan.test2018031763614186.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
com.wufan.test2018031806978203.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
com.wufan.test2018031809910545.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
com.wufan.test2018031818142703.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
com.wufan.test2018031836799834.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
com.wufan.test201803188544074.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
com.wufan.test2018031942667793.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
com.wufan.test2018031949564675.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
com.wufan.test2018041116886959.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
com.wufan.test2018041999385152.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
com.wufan.test2018042124054123.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
com.wufan.test201804238497968.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
com.wufan.test2018044011038793.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
com.wufan.test201804469502162.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
cn.nps.face.yourage.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
cn.opda.android.softwarelock.apk,0,4,0,144,9,136,256,279,9,0,0,1,0,1,0,0
cn.parallel.space.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
cn.sanfast.zhuoer.student.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
cn.sotoo.game.fqmmd.mtw.apk,0,3,0,97,6,17,82,100,6,0,0,1,0,1,0,0
cn.sparkgame.ballBabby.GB.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
cn.ultralisk.WarcraftOfEveryDay.apk,0,6,1,48,6,13,29,76,11,0,0,1,0,1,0,0
cn.ultralisk.WarcraftOfEveryDay.egame.apk,0,6,1,48,6,18,32,86,10,0,0,1,0,1,0,0
cn.vszone.ko.mobile.arena.apk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cn.wejuan.girl.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
cn.wejuan.reader.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
cn.wps.nowifimmofficebjjs.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.A17zuoye.mobile.homework.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.a49box.sweet.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.ab.pluginzwcedjmfb.apk,0,6,1,41,21,201,56,82,27,0,1,1,0,1,0,0
com.ab.snoutup.baconmaydie.apk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.ab.zonmob.stick.Stickman.StickmanRevenge.apk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.abct.tljr.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.accelainc.madscientist.droid.apk,0,6,1,81,9,23,89,105,9,0,0,1,0,1,0,0
com.acgera.gtnx.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.acgera.gtnx.tencent.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.adf.fave.gox.apk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.wanyu.tjz.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.watch.cleaner.apk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.wchat.pretendartifact.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.wecbqa.superbowling.apk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.weizhan.skzs.apk,0,4,0,101,51,186,113,118,52,0,1,1,0,1,0,0
com.weizhong.cainiaodaikuan.apk,0,4,0,101,51,186,107,112,52,0,1,1,0,1,0,0
com.weizhuangvoid10.apk,0,6,1,101,51,188,116,125,53,0,1,1,0,1,0,0
com.welfarege.gift.apk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.wepie.snake.aligames.apk,0,4,0,153,9,37,255,274,12,0,1,1,0,1,0,0
com.wesocial.tamsic.apk,0,4,0,81,9,18,77,91,10,0,0,1,0,1,0,0
com.westriversw.b1to50.apk,0,6,1,81,9,20,80,95,9,0,0,1,0,1,0,0
com.williamsonsoft.appraft.apk,0,6,1,101,51,14,115,129,52,0,0,1,0,1,0,0
com.winig.medievalstrategy.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.winnergame.bwysz_new.apk,0,6,1,48,6,39,100,157,11,0,1,1,0,1,0,0
com.wlhgame.ssyzq.apk,0,6,1,40,10,31,93,122,15,0,0,1,0,1,0,0
com.wlvmrs.androidesk.apk,0,3,1,0,0,37,99,147,10,1,1,0,0,1,0,0
com.wodk.bdbeauty.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.wohuizhong.client.apk,0,4,0,153,9,144,369,394,11,0,0,1,0,1,0,0
com.wondershare.drfoneapp.apk,0,4,0,153,9,38,327,365,12,0,0,1,0,1,0,0
com.wondershare.mobilego.apk,0,4,0,153,9,38,322,360,12,0,0,1,0,1,0,0
com.work.network.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.worldchip.bbpaw.logic.suxunboge.egame.apk,0,4,0,40,10,122,111,162,16,0,1,1,0,1,0,0
com.wos.virtualapp.apk,0,4,0,101,51,194,119,135,52,0,0,1,0,1,0,0
com.woyoo.neihan8.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.wtapp.tianzi.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.wudixiao.niaocarzy.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.wufan.test2018021727734918.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
com.wufan.test2018022208013767.apk,0,6,1,40,10,38,217,262,16,0,0,1,0,1,0,0
jeac.official.apk,0,6,1,153,9,5,236,246,9,1,0,1,0,1,0,0
JEeYK.Lmfgwi.iZfYWaVA.apk,0,6,1,101,51,186,108,113,52,1,1,1,0,2,0,0
jiubang.commerce.gomultiple.info.cloneapp.mochat.in.goast.apk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JJd.nWHNI.OaUlf.apk,0,4,0,101,51,186,108,113,52,1,1,0,0,2,1,1
jjx.game.main.baihuchuanqi.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
jjx.game.main.daojishi.apk,0,6,1,81,9,18,78,91,9,0,0,1,0,1,0,0
jksb.com.jiankangshibao.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
jp.app.hanami.apk,0,6,1,81,9,15,77,88,9,1,0,0,0,1,0,0
jp.clonespace.plum.apk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jp.co.beeworks.bravecaravan.apk,0,6,1,81,9,20,82,98,9,0,0,1,0,1,0,0
jp.co.gu3.alchemist.apk,0,6,1,81,9,21,79,98,10,0,0,1,0,1,0,0
jp.furyu.hotel2.apk,0,6,1,81,9,20,77,90,9,1,0,0,0,1,0,0
jp.ga_software.bulletstormarena.apk,0,6,1,81,9,13,75,85,9,0,0,1,0,1,0,0
jp.gr.teammoko.game.home.damai.apk,0,6,1,81,9,15,82,96,9,0,0,1,0,1,0,0
jp.gr.teammoko.game.home.yandere.apk,0,6,1,81,9,18,83,98,9,0,0,1,0,1,0,0
jp.koborisoftware.sog.apk,0,6,1,81,9,16,77,90,9,0,0,1,0,1,0,0
jp.seec.sim.tokikoto.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
jp.txcom.snoopy.TableTennis.jpn.apk,0,6,1,81,9,18,94,109,9,1,0,0,0,1,0,0
kingoroot.supersu.apk,0,6,1,101,51,38,150,179,54,0,1,1,0,1,0,0
kOjlI.mk.zRVZN.apk,0,4,0,101,51,186,108,113,52,1,1,0,0,2,0,0
kr.co.lunasoft.lunaplus.apk,0,6,1,101,51,192,118,145,54,1,1,0,0,2,0,0
KsRbLZ.bABk.qP.apk,0,4,0,101,51,186,108,113,52,1,1,0,0,2,0,0
kxxxl.t0504.z01.iqiyi.apk,0,6,1,48,6,37,48,113,12,0,0,1,0,1,0,0
lbe.parallel.intl.excelliance.multiaccount.apk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ll.HwdaU.Thfm.EleG.apk,0,4,0,101,51,186,108,113,52,1,1,0,0,2,0,0
com.Rainy.vs.apk,0,4,0,416,100,161,331,464,103,0,0,1,0,1,0,0
com.rangball.red.apk,0,6,1,81,9,16,82,94,9,0,0,1,0,1,0,0
com.rastargames.hayrysea2.apk,0,6,1,40,10,30,39,76,17,1,1,0,0,1,0,0
com.ravindra.cbrowser.va.apk,0,6,1,101,51,152,107,112,52,0,1,1,0,2,1,1
com.RAY6NMD0S2Y60T.apk,0,4,0,101,51,187,108,116,52,0,0,1,0,1,0,0
com.rdev.mixer4leosdk.global8_n_v.apk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.realore.IslandTribe.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.realore.ror1.apk,0,4,0,81,9,20,77,89,9,0,0,1,0,1,0,0
com.rekoo.pubg.com.tencent.ig.apk,0,4,0,101,51,192,149,163,54,0,1,1,0,1,0,0
com.rexopax.battlerexgenghiskhan.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.romale.vr.horror.forest.apk,0,6,1,81,9,16,90,102,9,0,0,1,0,1,0,0
com.rongcai.show.ks.apk,0,6,1,81,9,30,146,175,10,0,0,1,0,1,0,0
com.rootmsjjBin.apk,0,4,0,101,51,186,112,117,52,0,1,1,0,1,0,0
com.rsgtb.lmts.apk,0,6,1,99,50,189,115,125,52,0,1,1,0,1,0,0
com.rtdecuieg.kodietdv.apk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.crababy.mengzhudeshijie.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.creativelabs.appduplicator.apk,0,4,0,101,51,174,115,120,52,0,0,1,0,1,0,0
com.csfund.android.apk,0,6,1,81,9,19,101,114,9,0,0,1,0,1,0,0
com.cslg.childLauncher.apk,0,6,1,81,9,34,113,128,10,1,0,0,0,1,0,0
com.csxykj.appMagic.apk,0,4,0,101,51,186,123,131,53,0,0,1,0,1,0,0
com.cx.pluginskzs.apk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.cxab.magicbox.apk,0,4,0,101,51,288,131,139,52,0,1,1,0,1,0,0
com.cxkjzkjc.vcxz.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.cyjh.mobileanjian.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.dada.dai.dream12.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.dafahudongzaixian.qipai.gp.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.dahongpao.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.dailyearningcash.dualspace.apk,0,4,0,101,51,147,117,122,52,0,1,1,0,1,0,0
com.daka.like.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.dalongtech.boxpc.apk,0,6,1,153,9,174,296,323,11,0,0,1,0,1,0,0
com.dalongtech.homecloudpc.apk,0,6,1,153,9,183,265,287,11,0,0,1,0,1,0,0
com.dalongtech.phonepc.apk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.dangdang.buy2.apk,0,4,0,158,9,47,437,470,12,0,1,1,0,1,0,0
com.daofeng.dlautologin.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.daofeng.zuhaowan.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.dawoo.chessbox.sid7277.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.dbl_jsh.jxh.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.deadman.escape.apk,0,4,0,81,9,15,77,87,9,0,0,1,0,1,0,0
com.degoo.android.beautygirlsfacepaintparty.ayx.egame.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.degoo.android.coffeesweetmaker.ayx.egame.apk,0,4,0,56,11,122,111,162,16,0,1,1,0,1,0,0
com.degoo.android.grandmaplastic.egame.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.degoo.android.happykidsnursery.ayx.egame.apk,0,6,1,40,10,121,85,135,19,0,1,1,0,1,0,0
com.mx.games505.terrariapaid.box.apk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.mych.cloudgameclientAs.dangbei.apk,0,4,0,153,9,143,268,285,9,0,0,1,0,1,0,0
com.mylove.galaxy.apk,0,4,0,205,9,145,292,331,14,0,0,1,0,1,0,0
com.mystylinglounge.android_evilgirlsmakeover.apk,0,4,0,81,9,15,81,91,9,0,0,1,0,1,0,0
com.mytian.l00rz001.xc.egame.apk,0,6,1,125,52,194,188,222,60,0,1,1,0,1,0,0
com.N875MO9H1982P.apk,0,4,0,101,51,187,108,116,52,0,0,1,0,1,0,0
com.narvii.amino.x7805841.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.nbogames.ninjamoon.apk,0,6,1,81,9,16,80,90,9,1,0,0,0,1,0,0
com.nd.assistance.apk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.nearme.atlas.apk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.neimengguxumuyepingtai.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.netease.hearthstone.hsamobile.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.network.paralellespace.apk,0,4,0,101,51,142,120,130,52,0,1,1,0,1,0,0
com.newcapec.mobile.ncp.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.newmm.xiaohua.apk,0,6,1,81,9,24,82,98,9,0,0,1,0,1,0,0
com.nianclub.cleandoctor.apk,0,4,0,100,50,168,109,116,53,0,1,1,0,1,0,0
com.ninexiu.sixninexiu.apk,0,4,0,153,9,147,294,321,10,0,0,1,0,1,0,0
com.nlzjqr.nenglizhejiqiren.apk,0,6,1,81,9,56,84,99,9,1,0,0,0,1,0,0
com.magicstick0.apk,0,4,0,81,9,17,77,87,9,0,0,1,0,1,0,0
com.magicworld.dualspaceparallelmultiaccountpro.apk,0,4,0,101,51,181,117,126,52,0,1,1,0,1,0,0
com.magmamobile.game.BubbleBlastAdventure.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.majiale.anzhuohuochairendui.apk,0,4,0,25,25,11,8,47,27,0,0,1,0,1,0,0
com.malang.spinhero.apk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.maopaoke.mpk6001732.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.maopaoke.mpk6002003.sms.apk,0,4,0,44,10,43,32,54,18,1,1,1,0,1,0,0
com.maopaoke.mpk6002197.sms.apk,0,6,1,50,20,42,32,54,22,1,1,0,0,1,0,0
com.maopaoke.mpk6002410.sms.apk,0,4,0,50,20,42,32,54,22,1,1,0,0,1,0,0
com.maopaoke.mpk6002419.sms.apk,0,6,1,50,20,42,32,54,22,1,1,1,0,1,0,0
com.maopaoke.mpk6002534.sms.apk,0,4,0,50,20,42,32,54,22,1,1,0,0,1,0,0
com.market.chenxiang.apk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.market2345.apk,0,6,1,274,4,78,490,597,20,0,0,1,0,1,0,0
com.mars.candyprincess2.apk,0,6,1,48,6,22,27,76,11,0,1,1,0,1,0,0
com.mars.cxxph.egame.apk,0,6,1,48,6,27,52,105,11,0,0,1,0,1,0,0
com.mars.dmxqhzl.mi.apk,0,6,1,48,6,37,36,95,14,0,1,1,0,1,0,0
com.mars.fkbphd.apk,0,6,1,48,6,27,30,82,13,0,0,1,0,1,0,0
com.mars.fkbphd.egamemod.apk,0,6,1,48,6,29,32,83,11,0,1,1,0,1,0,0
com.mars.fktzd.egame.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.mars.futureshooter.yyh.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.mas.wawagame.bullfight.baidu.apk,0,6,1,49,6,33,32,82,11,0,0,1,0,1,0,0
com.mas.wawagame.HLlord.HUAWEI.apk,0,4,0,40,10,36,45,80,17,0,0,1,0,1,0,0
com.mas.wawagame.lord1080FHD.apk,0,6,1,49,6,47,53,108,13,0,0,1,0,1,0,0
com.mas.wawagame.wwddzSP.uc.apk,0,6,1,49,6,36,38,97,12,0,0,1,0,1,0,0
com.yaowan.wbxn.apk,0,6,1,81,9,15,76,86,9,1,0,0,0,1,0,0
com.ybzyq.yongbaozaiyiqi.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.yc.vapp_wxtyt.apk,0,6,1,101,51,185,106,111,52,0,0,1,0,1,0,0
com.ydijo.sfdjio.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.yealink.meeting.international.apk,0,6,1,101,51,188,120,134,53,1,1,0,0,2,0,0
com.yeelight.cherry.apk,0,4,0,40,20,47,52,70,25,1,1,0,0,1,0,0
com.yeyang.xxlxj.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.yfs.fenshen.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.yg.kzzwy.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.yhadsa.iCloner.apk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.yhnsq.nmfeyz.apk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.yinghan.cinema.apk,0,6,1,153,9,22,245,259,10,0,0,1,0,1,0,0
com.yingxiong.dfzj.anzhi.apk,0,4,0,48,6,32,37,87,10,0,0,1,0,1,0,0
com.yiqizuoye.teacher.apk,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0
com.yiwan.reader.tianjiange.apk,0,6,1,81,9,19,92,105,14,1,0,0,0,1,0,0
com.yiwan.sgjs.apk,0,6,1,81,9,16,76,89,9,1,0,0,0,1,0,0
com.yiyi.musicplane.apk,0,6,1,81,9,16,91,105,10,0,0,1,0,1,0,0
